classnumber,termnumber,termname,termstatus,termcategory,termsource,effectivedate,refst13applicationnumber
9,0,medical data storage equipment for use in healthcare namely hardware,public,goods,CIPO_manual,-,300000181097500
9,0,"computer software for use with cognitive computing technologies and systems which enable machine learning, natural language processing, learning algorithms, semantic ontologies, pattern recognition and knowledge modelling technologies",public,goods,CIPO_manual,-,300000181097500
9,0,"smart room booking (srb) software, namely computer software that enables users to find an empty meeting room",public,goods,CIPO_manual,-,300000181097500
9,0,"flat panel displays for photocopiers, scanners, printers, computers",public,goods,CIPO_manual,-,300000181097500
9,0,programmable electronic data acquisition and control apparatus for environmental monitoring,public,goods,CIPO_manual,-,300000181097500
9,0,"monitoring instruments, namely cameras, metal detectors, motion detectors, radar detectors, smoke detectors",public,goods,CIPO_manual,-,300000181097500
9,0,computer hardware and software for computer network monitoring,public,goods,CIPO_manual,-,300000181097500
9,0,"screening devices, namely x-ray apparatus, optical and biometric scanners all for medical purposes, airport security cameras, airline security x-ray apparatus",public,goods,CIPO_manual,-,300000181097500
9,0,"video equipment, namely video cameras, car video recorders, video monitors, video projectors",public,goods,CIPO_manual,-,300000181097500
9,0,non-downloadable computer software for printer colour management,public,goods,CIPO_manual,-,300000181097500
9,0,laser printers and laser scanners for testing fiber optic cable,public,goods,CIPO_manual,-,300000181097500
9,0,"amplifiers, namely optical amplifiers, audio amplifiers, power amplifiers, signal amplifiers, stereo amplifiers, sound amplifiers",public,goods,CIPO_manual,-,300000181097500
9,0,"computer network switches, ethernet switches",public,goods,CIPO_manual,-,300000181097500
9,0,"cartridges for printers, plotters, copiers, facsimile machines, toner cartridges, firmware for controlling printer ink and data integrity in a printer, font cartridges, paper trays, print heads, data cables, cable connectors",public,goods,CIPO_manual,-,300000181097500
9,0,internet servers disk backup hardware,public,goods,CIPO_manual,-,300000181097500
9,0,"memory boards, digital camera memory card",public,goods,CIPO_manual,-,300000181097500
9,0,"semiconductors, printed circuit boards, integrated circuits",public,goods,CIPO_manual,-,300000181097500
9,0,"artificial intelligence software for use in the field of healthcare, namely, delivering detailed information on productivity, user performance and system health",public,goods,CIPO_manual,-,300000181097500
9,0,project management software,public,goods,CIPO_manual,-,300000181097500
9,0,software development tools for the creation of mobile internet applications and client interfaces,public,goods,CIPO_manual,-,300000181097500
9,0,"network access server operating software, computer software for controlling and managing access server applications",public,goods,CIPO_manual,-,300000181097500
9,0,"downloadable computer software for processing, organizing and viewing digital images",public,goods,CIPO_manual,-,300000181097500
9,0,"computer software for creating, sending and receiving e-mail, computer software for image processing, computer software for processing digital images, computer software for organizing and viewing digital images and photographs, computer software that allows transmission of graphics to mobile telephones",public,goods,CIPO_manual,-,300000181097500
9,0,downloadable computer software for database management,public,goods,CIPO_manual,-,300000181097500
9,0,downloadable software for mobile phones and mobile devices for detecting a user's location and displaying relevant local information of general interest,public,goods,CIPO_manual,-,300000181097500
9,0,downloadable software for mobile phones and mobile devices that allows the user to search the phone or device's content for information and applications,public,goods,CIPO_manual,-,300000181097500
9,0,downloadable software for mobile phones and mobile devices that allows the user to search the internet for information of general interest,public,goods,CIPO_manual,-,300000181097500
9,0,"battery chargers, namely battery chargers for use with telephones, usb chargers",public,goods,CIPO_manual,-,300000181097500
9,0,"software for medical imaging, software for dosimetry purposes in the field of radiotherapy, virtual reality software for doctors to perform test surgery",public,goods,CIPO_manual,-,300000181097500
9,0,"smart printers, smart terminals, smart watches, smart glasses, intelligent copiers",public,goods,CIPO_manual,-,300000181097500
9,0,"cinematographic projectors, movie projectors, planetarium projectors, projectors for the entertainment industry, self-acting focusing projectors, slide projectors, video projectors",public,goods,CIPO_manual,-,300000181097500
9,0,email notification alerts of changes in medical conditions that affect the health and well-being of a person namely the temperature rise and blood pressure,public,goods,CIPO_manual,-,300000181097500
9,0,"global positioning system (gps) transmitters, global positioning system (gps) receivers, global positioning system (gps) transmitters",public,goods,CIPO_manual,-,300000181097500
42,0,"scientific research in the field of computer technology and software development, technological consulting services in the field of computer technology and software development",public,services,CIPO_manual,-,300000181097500
42,0,"environmental monitoring of water quality, presence of trace metals, toxicity and environmental contaminants",public,services,CIPO_manual,-,300000181097500
42,0,"computer hardware and software design, computer network design for others, computer system design, computer website design, design and development of computer software and hardware for use with augmented reality applications",public,services,CIPO_manual,-,300000181097500
42,0,"cloud computing photo sharing services, cloud computing provider services for general storage of data, cloud computing providing software for database management, cloud computing video hosting web sites, cloud seeding, development of computer software for computer network big data processing",public,services,CIPO_manual,-,300000181097500
42,0,consulting in the field of cloud infrastructure,public,services,CIPO_manual,-,300000181097500
42,0,"design of computers, design of computer databases, computer hardware and software design, design and development of computer game software, virtual reality software, augmented reality software, design and development of computer printers, dashboard, scanners, photocopiers",public,services,CIPO_manual,-,300000181097500
42,0,"rental of computer hardware and computer peripherals, namely computer mice, headsets, keyboards",public,services,CIPO_manual,-,300000181097500
42,0,"consultancy in the field of software design, consultancy in the design and development of computer hardware, consultancy in the field of design and development of computer software and hardware for use with augmented reality applications",public,services,CIPO_manual,-,300000181097500
42,0,"consulting in the field of information technology, namely design, development, testing of downloadable mobile applications",public,services,CIPO_manual,-,300000181097500
42,0,consulting in the field of enterprise mobility management (emm),public,services,CIPO_manual,-,300000181097500
42,0,"providing non-downloadable software for sharing digital media, namely digital images, computer graphics, photographs, catalogs, brochures, documents, calendars, presentations, music videos, movies, films, television shows, electronic publications, news and sports, via global computer networks and the internet",public,services,CIPO_manual,-,300000181097500
42,0,providing non-downloadable software for electronic messaging,public,services,CIPO_manual,-,300000181097500
42,0,"providing non-downloadable software for electronically exchanging and processing images, voice, music, music videos, movies, films, television shows, news, sports, video games, computer games, electronic publications, accessible via global computer networks and the internet",public,services,CIPO_manual,-,300000181097500
42,0,"providing on-line non-downloadable computer software for tracking documents over computer networks, intranets and the internet",public,services,CIPO_manual,-,300000181097500
42,0,providing on-line non-downloadable software for creating and maintaining websites and blogs,public,services,CIPO_manual,-,300000181097500
42,0,providing on-line non-downloadable software for document collaboration and revision tracking,public,services,CIPO_manual,-,300000181097500
42,0,providing on-line non-downloadable software for granting and controlling access to documents,public,services,CIPO_manual,-,300000181097500
42,0,providing on-line non-downloadable software for managing individual and group calendars and schedules,public,services,CIPO_manual,-,300000181097500
42,0,providing on-line non-downloadable software featuring online storage of documents and databases,public,services,CIPO_manual,-,300000181097500
42,0,"mapping services, namely, providing a website and website links to geographic information, map images, and trip routing",public,services,CIPO_manual,-,300000181097500
42,0,providing online non-downloadable software for optimizing website navigation,public,services,CIPO_manual,-,300000181097500
42,0,"providing online non-downloadable software for managing, collecting, monitoring and analysing web, blog and other online site traffic, user preferences and links in real time",public,services,CIPO_manual,-,300000181097500
42,0,"technical support services, namely troubleshooting of problems of software for managing, collecting, monitoring and analysing web, blog and other online site traffic, user preferences and links",public,services,CIPO_manual,-,300000181097500
42,0,"design and development services for others of software for managing, collecting, monitoring and analysing web, blog and other online site traffic, user preferences and links",public,services,CIPO_manual,-,300000181097500
42,0,"electronic storage of digital media, namely documents, photographs, images, music, music videos, video games, computer games, movies, films, television shows, news, sports, electronic publications",public,services,CIPO_manual,-,300000181097500
42,0,"technical support in the form of monitoring global computer network systems, technical support services in the form of troubleshooting of computer hardware and software problems",public,services,CIPO_manual,-,300000181097500
42,0,"computer programming consultancy, computer hardware and computer hardware consulting, computer consulting services in the field of virtual reality and augmented reality, consulting services for capturing, processing and editing virtual reality videos and augmented reality videos, consulting services for creating 3d models from images and videos",public,services,CIPO_manual,-,300000181097500
42,0,"web hosting, website development for others",public,services,CIPO_manual,-,300000181097500
42,0,"installation, maintenance and repair of computer software for predictive analysis",public,services,CIPO_manual,-,300000181097500
42,0,"installation, maintenance and repair of internet access software",public,services,CIPO_manual,-,300000181097500
42,0,"software as a service (saas) services featuring software for communicating via computer communication networks, namely managing data across the imaging workflow in the field of healthcare",public,services,CIPO_manual,-,300000181097500
36,0,"leasing services, namely building leasing, land leasing, leasing of office space, leasing of construction equipment, leasing of heavy equipment",public,services,CIPO_manual,-,300000181097500
38,0,"telecommunication services, namely electronic mail services through wired and wireless access, paging services, wireless digital messaging services",public,services,CIPO_manual,-,300000181097500
38,0,"facsimile transmission, transmission of voice and text messages by telephone",public,services,CIPO_manual,-,300000181097500
38,0,"video streaming services, namely streaming of video within the fields of virtual reality, 3d imaging, photography and augmented reality via a global computer network",public,services,CIPO_manual,-,300000181097500
38,0,"cloud based video streaming services featuring videos, namely virtual reality videos and augmented reality videos",public,services,CIPO_manual,-,300000181097500
38,0,communication by means of cellular phones,public,services,CIPO_manual,-,300000181097500
38,0,streaming of virtual reality images and videos via the internet and video on demand transmission services,public,services,CIPO_manual,-,300000181097500
38,0,rental of memory cards for video cameras via a global computer network,public,services,CIPO_manual,-,300000181097500
38,0,"computer-aided transmission of voice and text messages by mobile phones, smart phones",public,services,CIPO_manual,-,300000181097500
38,0,rental of telephones and facsimile machines,public,services,CIPO_manual,-,300000181097500
38,0,"streaming of audio and video via the internet featuring music, movies, news, and sports",public,services,CIPO_manual,-,300000181097500
38,0,providing an online bulletin board in the field of computer technology and software development,public,services,CIPO_manual,-,300000181097500
38,0,"internet telephony services, transmission of voice and text messages via wireless broadband networks",public,services,CIPO_manual,-,300000181097500
38,0,secure e-mail services and wireless digital messaging services,public,services,CIPO_manual,-,300000181097500
38,0,"providing virtual private network services, namely, private and secure electronic communications over a private or public computer network",public,services,CIPO_manual,-,300000181097500
38,0,"providing online chat rooms, bulletin boards and forums for transmission of messages among users in the fields of computer technology and programming",public,services,CIPO_manual,-,300000181097500
38,0,"streaming of audio and video via the internet featuring music, movies, news, and sports",public,services,CIPO_manual,-,300000181097500
38,0,voice over internet protocol (voip) services,public,services,CIPO_manual,-,300000181097500
38,0,"file sharing services, namely, providing a website featuring computer technology enabling users to upload and download electronic files",public,services,CIPO_manual,-,300000181097500
38,0,"electronic mail, videoconferencing services, and transmission of electronic calendar between mobile phones, smart phones, portable computers",public,services,CIPO_manual,-,300000181097500
35,0,providing security services for computer networks,public,goods,CIPO_manual,-,300000181097500
35,0,"retail services in-store and on-line, namely retail computer equipment store services, retail sale of computer software, retail sale of photographic equipment, online sales of photographic equipment",public,goods,CIPO_manual,-,300000181097500
35,0,"managing the flow of information between business functions inside an enterprise and with outside stakeholders, namely, enterprise resource planning (erp) and customer relationship management (crm)",public,goods,CIPO_manual,-,300000181097500
35,0,"business organization and management consulting, advisory services for business management",public,goods,CIPO_manual,-,300000181097500
35,0,"business organisation, business operations, planning, administration and office functions, namely data processing, mail sorting, handling and receiving, document filing services, transcription services, electronic mail services for others, appointment and reminder scheduling services",public,goods,CIPO_manual,-,300000181097500
35,0,"promotional services, namely developing promotional campaigns for business for others, promoting the sale of goods and services through promotional contests and the distribution of related printed material, providing promotional coupon programs pertaining to a line of food products",public,goods,CIPO_manual,-,300000181097500
35,0,"advice and information concerning online and retail sale, leasing, franchising and licensing of technological apparatus, namely, computer hardware and software for providing multiple functions from a device such as photocopying, printing and scanning, for business, medical, and household purposes",public,goods,CIPO_manual,-,300000181097500
35,0,conducting trade show exhibitions in the field of computer technology,public,goods,CIPO_manual,-,300000181097500
35,0,customer relationship management services,public,goods,CIPO_manual,-,300000181097500
35,0,providing an on-line commercial information directory in the field of computer technology on the internet,public,goods,CIPO_manual,-,300000181097500
35,0,"providing a website featuring a marketplace for online sales of computer and providing a website featuring a marketplace for online sales of computers, printers, scanners and video surveillance cameras",public,goods,CIPO_manual,-,300000181097500
35,0,"administrative processing of purchase orders, computerized online ordering featuring computers, computer hardware, mobile phones and smart phones providing electronic verification of online orders of digital content",public,goods,CIPO_manual,-,300000181097500
41,0,educational services in the field of computer technology and software development,public,services,CIPO_manual,-,300000181097500
41,0,"online electronic publication of books, magazines, brochures",public,services,CIPO_manual,-,300000181097500
41,0,training in the use and operation of computer hardware,public,services,CIPO_manual,-,300000181097500
41,0,"providing on-line non-downloadable books, magazines, brochures",public,services,CIPO_manual,-,300000181097500
41,0,"online journals, namely, blogs featuring information in the fields of computer technology and programming, and e-commerce",public,services,CIPO_manual,-,300000181097500
37,0,"installation, maintenance and repair of computers and computer hardware, servers, printers, 3-d printers, biomedical sensors, office machines",public,services,CIPO_manual,-,300000181097500
37,0,"maintenance and repair of printers, computers, telecommunication devices, namely cameras and video surveillance equipment",public,services,CIPO_manual,-,300000181097500
6,0,"metal goods, namely, bar solder, solder paste, solder preforms, solder wire",public,goods,CIPO_manual,-,300000181098300
16,0,metal stencils used in printing processes with solder paste for the production of printed circuit boards,public,goods,CIPO_manual,-,300000181098300
1,0,"chemicals, namely, soldering flux",public,goods,CIPO_manual,-,300000181098300
1,0,industrial chemicals used for cleaning circuit boards and surface mount devices,public,goods,CIPO_manual,-,300000181098300
1,0,industrial adhesives used for surface mounted electronic circuits,public,goods,CIPO_manual,-,300000181098300
1,0,"unprocessed polymers, namely, epoxies, silicones, acrylics, phenolics, polyesters, polysufones, polycarbonates, polystyrenes, polyurethanes chemicals, namely, soldering flux",public,goods,CIPO_manual,-,300000181098300
3,0,"cleaning chemicals used in cleaning of flux residues, processing of light emitting diode and organic light emitting diode and power driver and control systems circuits",public,goods,CIPO_manual,-,300000181098300
3,0,cosmetic moisturisers,public,goods,CIPO_manual,-,300000181098500
24,0,"loose covers for patio furniture, chairs, tables",public,goods,CIPO_manual,-,300000181098700
36,0,issuance of credit cards through a licensee,public,services,CIPO_manual,-,300000181100300
35,0,hotel management,public,goods,CIPO_manual,-,300000181101300
28,0,action figures and accessories therefor,public,goods,CIPO_manual,-,300000181101400
28,0,bean bags,public,goods,CIPO_manual,-,300000181101400
28,0,bubble making wands and solution sets,public,goods,CIPO_manual,-,300000181101400
28,0,children's play cosmetics,public,goods,CIPO_manual,-,300000181101400
28,0,christmas stockings,public,goods,CIPO_manual,-,300000181101400
28,0,"disc toss toys, namely flying discs",public,goods,CIPO_manual,-,300000181101400
28,0,"equipment sold as a unit for playing card games, namely playing cards, protective holders for playing cards, scoring sheets, game packaging containers of cardboard, paper, and metal, and information sheets containing the instructions, rules, and variations of the card games",public,goods,CIPO_manual,-,300000181101400
28,0,"hand held unit for playing electronic games other than those adapted for use with an external display screen or monitor, namely electronic hand-held games",public,goods,CIPO_manual,-,300000181101400
28,0,"manipulative games, namely arcade games, interactive video games, jigsaw puzzles, and manipulative puzzles",public,goods,CIPO_manual,-,300000181101400
28,0,interactive talking toys,public,goods,CIPO_manual,-,300000181101400
28,0,"toy model hobby kits, namely, scale model kits",public,goods,CIPO_manual,-,300000181101400
28,0,wind-up toys and return tops,public,goods,CIPO_manual,-,300000181101400
9,0,"pre-recorded downloadable audio recordings, namely podcasts and audio recordings of dramatic performances and live comedic performances, featuring ongoing episodic educational and entertainment programs for children and teens",public,goods,CIPO_manual,-,300000181101400
9,0,pre-recorded downloadable video recordings featuring ongoing episodic educational and entertainment programs for children and teens,public,goods,CIPO_manual,-,300000181101400
9,0,"pre-recorded video recordings in pre-recorded optical disc, dvd and cd format featuring ongoing episodic educational and entertainment programs for children and teens",public,goods,CIPO_manual,-,300000181101400
9,0,pre-recorded cd-roms containing computer games for children,public,goods,CIPO_manual,-,300000181101400
9,0,"cellular telephone accessories, namely, headsets for cellular telephones and earphones for cellular telephones",public,goods,CIPO_manual,-,300000181101400
9,0,cellular telephone cases,public,goods,CIPO_manual,-,300000181101400
9,0,face plates for cellular telephones,public,goods,CIPO_manual,-,300000181101400
9,0,"computer game cartridges, and compact discs containing computer games",public,goods,CIPO_manual,-,300000181101400
9,0,dvd players,public,goods,CIPO_manual,-,300000181101400
9,0,dvd recorders,public,goods,CIPO_manual,-,300000181101400
9,0,"motion picture films featuring animated entertainment, action-adventure, live-action, comedy, musicals, drama and documentaries",public,goods,CIPO_manual,-,300000181101400
9,0,compact discs containing video games,public,goods,CIPO_manual,-,300000181101400
9,0,"and consumer electronics and accessories therefor, namely, audio speakers",public,goods,CIPO_manual,-,300000181101400
25,0,halloween costumes,public,goods,CIPO_manual,-,300000181101400
25,0,robes,public,goods,CIPO_manual,-,300000181101400
25,0,and wrist bands,public,goods,CIPO_manual,-,300000181101400
16,0,"series of books on a variety of topics related to audiovisual entertainment, namely, a series of fiction and non-fiction books on a variety of topics in the nature of children's entertainment",public,goods,CIPO_manual,-,300000181101400
16,0,fiction and non-fiction books on a variety of topics in the nature of children's entertainment,public,goods,CIPO_manual,-,300000181101400
16,0,"books containing printed stories in illustrated form and comic book stories, storyboards, and artwork",public,goods,CIPO_manual,-,300000181101400
16,0,"printed periodicals in the field of comic book stories, storyboards, and artwork",public,goods,CIPO_manual,-,300000181101400
16,0,magazines featuring children's entertainment,public,goods,CIPO_manual,-,300000181101400
16,0,newspapers and photographs of general interest,public,goods,CIPO_manual,-,300000181101400
16,0,"journals, printed periodicals, and newsletters in the field of children's stories",public,goods,CIPO_manual,-,300000181101400
16,0,catalogues in the field of children's entertainment,public,goods,CIPO_manual,-,300000181101400
16,0,arts and craft paint kits,public,goods,CIPO_manual,-,300000181101400
16,0,"books, magazines, and printed periodicals, featuring stories, games and activities for children and teens",public,goods,CIPO_manual,-,300000181101400
16,0,christmas cards,public,goods,CIPO_manual,-,300000181101400
16,0,paper gift cards,public,goods,CIPO_manual,-,300000181101400
16,0,pen holders and pencil holders,public,goods,CIPO_manual,-,300000181101400
16,0,printed periodicals in the field of children's entertainment,public,goods,CIPO_manual,-,300000181101400
16,0,printed achievement certificates,public,goods,CIPO_manual,-,300000181101400
16,0,and writing implements,public,goods,CIPO_manual,-,300000181101400
41,0,entertainment services in the nature of a television animated children's series,public,services,CIPO_manual,-,300000181101400
41,0,"entertainment services, namely, an ongoing episodic children's animated series provided via television, cable, the internet and wireless communications networks, namely cellular networks, wifi networks, and satellite networks",public,services,CIPO_manual,-,300000181101400
9,0,software application for learning how to write in the english language,public,goods,CIPO_manual,-,300000181101500
41,0,teaching programs with an app for translations and pronunciations,public,services,CIPO_manual,-,300000181101500
16,0,teaching manuals for improved phonics learning with dual language books and word lists,public,goods,CIPO_manual,-,300000181101500
39,0,arranging and conducting wine tours,public,services,CIPO_manual,-,300000181101700
21,0,"wineglasses, wine decanters, wine buckets, wine aerators, and corkscrews",public,goods,CIPO_manual,-,300000181101700
41,0,"seminars and workshops in the fields of wine, wine selection, and wine tasting",public,services,CIPO_manual,-,300000181101700
16,0,wine charts,public,goods,CIPO_manual,-,300000181101700
36,0,"issuing tokens of value as part of a customer membership scheme for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,services,CIPO_manual,-,300000181102900
36,0,"issuing tokens of value as a reward for customer loyalty for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,services,CIPO_manual,-,300000181102900
36,0,"issuing of tokens of value in relation to customer loyalty schemes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,services,CIPO_manual,-,300000181102900
35,0,"loyalty card program for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"loyalty scheme for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"loyalty, incentive and bonus programs for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"administration of loyalty and incentive schemes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"administration of consumer loyalty programs for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"organization and management of customer loyalty programs for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"management of customer loyalty, incentive or promotional schemes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"organization, operation and supervision of customer loyalty schemes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"administration of loyalty programs involving discounts or incentives for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"organization and management of business incentive and loyalty schemes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"organization, operation and supervision of loyalty and incentive schemes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"organization, operation and supervision of loyalty schemes and incentive schemes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
35,0,"customer loyalty services for commercial, promotional and/or advertising purposes for airport and travel services, namely, airport lounge services, airport transit hotel services, airport meet and greet services and airport dining",public,goods,CIPO_manual,-,300000181102900
42,0,outsourcing of web development services,public,services,CIPO_manual,-,300000181103800
9,0,electronic newsletters,public,goods,CIPO_manual,-,300000181103800
42,0,"configuration, updating, installation and maintenance of computer software for use in remote monitoring, controlling, optimizing, tracking problems in and generating production reports for monitoring and reporting temperature over time and for monitoring and reporting activity and performance of industrial systems used in food preparation and storage",public,services,CIPO_manual,-,300000181103900
42,0,"design and development of software and hardware for monitoring equipment, providing alert signals, and taking corrective actions in the restaurant and food service industry, health and managed care industry, and institutions",public,services,CIPO_manual,-,300000181103900
42,0,"design and development of software and hardware for compliance of day to day operations, incoming products, incident reporting, outgoing shipments, time usage studies of work completion, and vendor management in the restaurant and food service industry, health and managed care industry, and institutions",public,services,CIPO_manual,-,300000181103900
42,0,"computer services, namely, software as a service (saas) used for analyzing, collecting, and monitoring and reporting temperature over time time/temperature monitoring, monitoring and reporting activity and performance of industrial systems used in food preparation and storage and for industrial automation contractors",public,services,CIPO_manual,-,300000181103900
42,0,"customizing computer software for use in remote monitoring, controlling, optimizing, tracking problems in and generating production reports for monitoring and reporting temperature over time and for monitoring and reporting activity and performance of industrial systems used in food preparation and storage",public,services,CIPO_manual,-,300000181103900
42,0,"data automation and collection service using proprietary software to evaluate, analyze and collect service data namely location, temperature, date and time, food preparation and storage procedures, checklists and guidelines",public,services,CIPO_manual,-,300000181103900
42,0,providing temporary use of a web-based software application for use in database management and electronic storage of data,public,services,CIPO_manual,-,300000181103900
42,0,"remote diagnostic services in the field of monitoring and reporting temperature over time, monitoring and reporting activity and performance of industrial systems used in food preparation and storage and for industrial automation contractors",public,services,CIPO_manual,-,300000181103900
42,0,"software as a service (saas) featuring software for food handling, food preparation and food storage process management, food product development, data management, and food handling safety regulatory and compliance management",public,services,CIPO_manual,-,300000181103900
42,0,software as a service (saas) services featuring software for successful design and production of safe and compliant food products following food safety regulations,public,services,CIPO_manual,-,300000181103900
42,0,rental of space in a computer co-location facility for containerized data centers of others,public,services,CIPO_manual,-,300000181103900
42,0,remote online backup of computer data,public,services,CIPO_manual,-,300000181103900
42,0,electronic storage services for archiving electronic data,public,services,CIPO_manual,-,300000181103900
42,0,electronic data storage,public,services,CIPO_manual,-,300000181103900
42,0,data warehousing,public,services,CIPO_manual,-,300000181103900
42,0,"computer services, namely, providing an internet web site featuring technology for use in environmental monitoring, control, and automation systems used in the field of food handling, food preparation and food storage",public,services,CIPO_manual,-,300000181103900
42,0,"computer services, namely, providing an internet web site featuring technology that allows users to remotely interact with environmental monitoring, control, and automation systems used in the field of food handling, food preparation and food storage",public,services,CIPO_manual,-,300000181103900
42,0,"platform as a service (paas) featuring computer software platforms for use with environmental monitoring, control, and automation systems used in the field of food handling, food preparation and food storage",public,services,CIPO_manual,-,300000181103900
42,0,"software as a service (saas) services featuring computer software for use with environmental monitoring, control, and automation systems used in the field of food handling, food preparation and food storage",public,services,CIPO_manual,-,300000181103900
9,0,"automation software, namely, software to remotely monitor, control, optimize, track problems in and generate production reports for monitoring and reporting temperature over time monitoring and reporting activity and performance of industrial systems used in food preparation and storage and for industrial automation contractors",public,goods,CIPO_manual,-,300000181103900
9,0,"computer application software for mobile phones and/or handheld computers, namely, software for use in database management and electronic storage of data",public,goods,CIPO_manual,-,300000181103900
9,0,"computer software for the collection, editing, organizing, modifying, book marking, transmission, storage and sharing of data and information, namely location, temperature, date and time, food preparation and storage procedures, checklists and guidelines: computer software for wireless content delivery, namely for issuing notifications and reports relating to temperature monitoring and activity and performance of industrial systems used in food preparation and storage: computer software for collecting, analyzing, and displaying real-time temperature monitoring reports and cooler and heating monitoring reports, hazard analysis critical control points (haccp) compliance reports, warming and cooling logs, food product recall monitoring reports, real time reporting of checklist completion",public,goods,CIPO_manual,-,300000181103900
9,0,"electronic devices and computer software that allow users to remotely interact with environmental monitoring, control, and automation systems, namely wireless sensors and data loggers for temperature monitoring to automatically measure and log time, temperature, humidity and other environment condition data",public,goods,CIPO_manual,-,300000181103900
9,0,"electronic devices, namely tablet computers, hand-held computers and mobile phones and computer software that allow the sharing and transmission of data and information namely location, temperature, date and time, food preparation and storage procedures, checklists and guidelines between devices for the purposes of facilitating environmental monitoring, control, and automation",public,goods,CIPO_manual,-,300000181103900
3,0,"hair cleaning preparations, hair conditioners, hair masks, hair shampoo",public,goods,CIPO_manual,-,300000181104000
41,0,arranging and concluding of financial conferences,public,services,CIPO_manual,-,300000181104100
41,0,development of periodical publications,public,services,CIPO_manual,-,300000181104100
41,0,providing online non-downloadable general feature magazines,public,services,CIPO_manual,-,300000181104100
35,0,economic forecasting analysis for business purposes,public,goods,CIPO_manual,-,300000181104100
35,0,organisation of trade fairs for commercial or advertising purposes in relation to business management services,public,goods,CIPO_manual,-,300000181104100
35,0,business management and enterprise organization consultancy: business management assistance for industrial and commercial companies,public,goods,CIPO_manual,-,300000181104100
35,0,business management advisory services,public,goods,CIPO_manual,-,300000181104100
35,0,consultancy relating to business efficiency,public,goods,CIPO_manual,-,300000181104100
41,0,"education and training services, namely the development of managerial skills in the field of business organizational management, excluding services relating to the use of computers and computer software",public,services,CIPO_manual,-,300000181104300
41,0,"educational services, namely, providing online instruction in the fields of business leadership development, strategic decision-making, critical problem solving, value creation and value management, each via an online website",public,services,CIPO_manual,-,300000181104300
9,0,"portable media players, namely mp3 and mp4 players",public,goods,CIPO_manual,-,300000181104500
9,0,"global positioning system (gps) consisting of computers, computer software, transmitters, receivers and network interface devices",public,goods,CIPO_manual,-,300000181104500
9,0,chargers for electric general purpose batteries,public,goods,CIPO_manual,-,300000181104500
9,0,"wearable activity trackers for displaying, measuring, and uploading to the internet information, namely, distance, steps taken, calories burned, activity level, hours slept, quality of sleep",public,goods,CIPO_manual,-,300000181104500
9,0,traffic lights and illuminated advertising signs,public,goods,CIPO_manual,-,300000181104500
38,0,providing a website featuring an online community for registered users to participate in discussions and form virtual communities to engage in social networking services in the field of politics,public,services,CIPO_manual,-,300000181105800
38,0,providing an internet news portal featuring links to news agency service,public,services,CIPO_manual,-,300000181105800
38,0,providing an online bulletin board in the field of politics,public,services,CIPO_manual,-,300000181105800
38,0,video streaming in the field of politics,public,services,CIPO_manual,-,300000181105800
16,0,"bumper stickers, pens",public,goods,CIPO_manual,-,300000181105800
18,0,sling bags namely shoulder bags,public,goods,CIPO_manual,-,300000181105800
25,0,"women's clothing, namely, knitted athletic tops, short and long bottoms, capris, leggings, jackets, tank top, printed or solid long and short t-shirts",public,goods,CIPO_manual,-,300000181105900
9,0,"computer game software, namely computer games",public,goods,CIPO_manual,-,300000181107500
9,0,"computer software applications for mobile apparatus, namely applications for mobile phones and computer tablets in the form of downloadable electronic games",public,goods,CIPO_manual,-,300000181107500
